"Date","Price","Open","High","Low","Vol.","Change %"
"10/24/2018","6,962.98","6,955.21","7,049.83","6,955.21","797.99M","0.11%"
"10/23/2018","6,955.21","7,042.80","7,042.80","6,928.65","1.01B","-1.24%"
"10/22/2018","7,042.80","7,049.80","7,114.12","7,042.05","806.70M","-0.10%"
"10/19/2018","7,049.80","7,026.99","7,070.38","7,012.56","800.35M","0.32%"
"10/18/2018","7,026.99","7,054.60","7,078.76","7,026.74","692.86M","-0.39%"
"10/17/2018","7,054.60","7,059.40","7,089.03","7,019.41","707.14M","-0.07%"
"10/16/2018","7,059.40","7,029.22","7,062.08","6,998.93","786.10M","0.43%"
"10/15/2018","7,029.22","6,995.91","7,038.23","6,961.28","674.96M","0.48%"
"10/12/2018","6,995.91","7,006.93","7,073.99","6,994.78","903.68M","-0.16%"
"10/11/2018","7,006.93","7,145.74","7,145.74","6,998.02","1.21B","-1.94%"
"10/10/2018","7,145.74","7,237.59","7,242.31","7,145.74","1.06B","-1.27%"
"10/09/2018","7,237.59","7,233.33","7,247.64","7,184.28","789.69M","0.06%"
"10/08/2018","7,233.33","7,318.54","7,319.84","7,233.33","695.80M","-1.16%"
"10/05/2018","7,318.54","7,418.34","7,421.12","7,318.54","758.63M","-1.35%"
"10/04/2018","7,418.34","7,510.28","7,510.28","7,411.31","826.76M","-1.22%"
"10/03/2018","7,510.28","7,474.55","7,524.06","7,474.55","849.12M","0.48%"
"10/02/2018","7,474.55","7,495.67","7,495.67","7,444.80","843.12M","-0.28%"
"10/01/2018","7,495.67","7,510.20","7,526.20","7,466.67","746.18M","-0.19%"
"09/28/2018","7,510.20","7,545.44","7,548.36","7,474.67","943.92M","-0.47%"
"09/27/2018","7,545.44","7,511.49","7,552.02","7,490.94","666.22M","0.45%"
"09/26/2018","7,511.49","7,507.56","7,522.06","7,490.20","693.15M","0.05%"
"09/25/2018","7,507.56","7,458.41","7,515.94","7,455.22","791.70M","0.66%"
"09/24/2018","7,458.41","7,490.23","7,491.25","7,450.53","710.21M","-0.42%"
"09/21/2018","7,490.23","7,367.32","7,495.26","7,367.32","1.55B","1.67%"
"09/20/2018","7,367.32","7,331.12","7,368.43","7,324.01","891.66M","0.49%"
"09/19/2018","7,331.12","7,300.23","7,346.11","7,279.92","785.95M","0.42%"
"09/18/2018","7,300.23","7,302.10","7,320.07","7,281.98","722.03M","-0.03%"
"09/17/2018","7,302.10","7,304.04","7,318.77","7,267.83","640.19M","-0.03%"
"09/14/2018","7,304.04","7,281.57","7,323.83","7,281.57","595.14M","0.31%"
"09/13/2018","7,281.57","7,313.36","7,319.57","7,275.14","681.15M","-0.43%"
"09/12/2018","7,313.36","7,273.54","7,325.25","7,250.84","698.11M","0.55%"
"09/11/2018","7,273.54","7,279.30","7,280.48","7,220.50","664.03M","-0.08%"
"09/10/2018","7,279.30","7,277.70","7,307.85","7,256.51","717.86M","0.02%"
"09/07/2018","7,277.70","7,318.96","7,328.30","7,227.07","889.09M","-0.56%"
"09/06/2018","7,318.96","7,383.28","7,397.74","7,313.12","743.69M","-0.87%"
"09/05/2018","7,383.28","7,457.86","7,457.86","7,357.98","792.99M","-1.00%"
"09/04/2018","7,457.86","7,504.60","7,535.12","7,437.65","672.99M","-0.62%"
"09/03/2018","7,504.60","7,432.42","7,516.06","7,432.18","468.85M","0.97%"
"08/31/2018","7,432.42","7,516.03","7,516.46","7,428.67","838.07M","-1.11%"
"08/30/2018","7,516.03","7,563.21","7,563.21","7,497.54","642.44M","-0.62%"
"08/29/2018","7,563.21","7,617.22","7,635.74","7,545.08","709.98M","-0.71%"
"08/28/2018","7,617.22","7,577.49","7,636.72","7,577.49","603.83M","0.52%"
"08/24/2018","7,577.49","7,563.22","7,587.19","7,557.67","523.57M","0.19%"
"08/23/2018","7,563.22","7,574.24","7,602.10","7,560.85","592.64M","-0.15%"
"08/22/2018","7,574.24","7,565.70","7,607.23","7,531.24","630.16M","0.11%"
"08/21/2018","7,565.70","7,591.26","7,601.65","7,557.34","560.35M","-0.34%"
"08/20/2018","7,591.26","7,558.59","7,616.15","7,558.59","576.84M","0.43%"
"08/17/2018","7,558.59","7,556.38","7,577.68","7,514.26","621.37M","0.03%"
"08/16/2018","7,556.38","7,497.87","7,565.18","7,497.87","795.28M","0.78%"
"08/15/2018","7,497.87","7,611.64","7,632.07","7,477.05","994.26M","-1.49%"
"08/14/2018","7,611.64","7,642.45","7,665.24","7,599.66","787.26M","-0.40%"
"08/13/2018","7,642.45","7,667.01","7,667.33","7,614.48","612.15M","-0.32%"
"08/10/2018","7,667.01","7,741.77","7,741.77","7,657.72","684.69M","-0.97%"
"08/09/2018","7,741.77","7,776.65","7,776.77","7,714.52","582.94M","-0.45%"
"08/08/2018","7,776.65","7,718.48","7,790.17","7,707.30","621.15M","0.75%"
"08/07/2018","7,718.48","7,663.78","7,752.08","7,663.20","696.34M","0.71%"
"08/06/2018","7,663.78","7,659.10","7,681.86","7,636.60","838.43M","0.06%"
"08/03/2018","7,659.10","7,575.93","7,665.16","7,575.93","670.04M","1.10%"
"08/02/2018","7,575.93","7,652.91","7,652.91","7,549.34","1.04B","-1.01%"
"08/01/2018","7,652.91","7,748.76","7,751.10","7,634.66","1.01B","-1.24%"
"07/31/2018","7,748.76","7,700.85","7,782.90","7,695.76","943.37M","0.62%"
"07/30/2018","7,700.85","7,701.31","7,718.06","7,659.91","755.66M","-0.01%"
"07/27/2018","7,701.31","7,663.17","7,717.22","7,663.16","788.38M","0.50%"
"07/26/2018","7,663.17","7,658.26","7,684.72","7,640.94","607.06M","0.06%"
"07/25/2018","7,658.26","7,709.05","7,710.25","7,640.59","698.48M","-0.66%"
"07/24/2018","7,709.05","7,655.79","7,740.64","7,648.59","878.89M","0.70%"
"07/23/2018","7,655.79","7,678.79","7,678.79","7,621.75","591.25M","-0.30%"
"07/20/2018","7,678.79","7,683.97","7,705.80","7,631.66","706.25M","-0.07%"
"07/19/2018","7,683.97","7,676.28","7,702.85","7,660.02","716.90M","0.10%"
"07/18/2018","7,676.28","7,626.33","7,685.68","7,625.75","671.52M","0.65%"
"07/17/2018","7,626.33","7,600.45","7,641.10","7,581.83","746.77M","0.34%"
"07/16/2018","7,600.45","7,661.87","7,667.71","7,564.96","608.96M","-0.80%"
"07/13/2018","7,661.87","7,651.33","7,716.24","7,651.33","592.17M","0.14%"
"07/12/2018","7,651.33","7,591.96","7,662.96","7,591.96","769.26M","0.78%"
"07/11/2018","7,591.96","7,692.04","7,692.04","7,578.18","816.82M","-1.30%"
"07/10/2018","7,692.04","7,687.99","7,715.07","7,677.06","723.21M","0.05%"
"07/09/2018","7,687.99","7,617.70","7,697.46","7,617.70","697.51M","0.92%"
"07/06/2018","7,617.70","7,603.22","7,631.19","7,569.70","684.00M","0.19%"
"07/05/2018","7,603.22","7,573.09","7,624.82","7,572.69","631.12M","0.40%"
"07/04/2018","7,573.09","7,593.29","7,593.29","7,560.81","591.92M","-0.27%"
"07/03/2018","7,593.29","7,547.85","7,632.12","7,544.98","1.05B","0.60%"
"07/02/2018","7,547.85","7,636.93","7,636.93","7,540.71","802.39M","-1.17%"
"06/29/2018","7,636.93","7,615.63","7,706.64","7,615.63","926.73M","0.28%"
"06/28/2018","7,615.63","7,621.69","7,632.17","7,576.01","815.21M","-0.08%"
"06/27/2018","7,621.69","7,537.92","7,633.92","7,512.03","1.69B","1.11%"
"06/26/2018","7,537.92","7,509.84","7,564.05","7,509.84","1.12B","0.37%"
"06/25/2018","7,509.84","7,682.27","7,682.27","7,508.32","815.82M","-2.24%"
"06/22/2018","7,682.27","7,556.44","7,689.44","7,556.20","738.42M","1.67%"
"06/21/2018","7,556.44","7,627.40","7,670.78","7,548.12","801.61M","-0.93%"
"06/20/2018","7,627.40","7,603.85","7,705.20","7,603.85","870.10M","0.31%"
"06/19/2018","7,603.85","7,631.33","7,631.33","7,548.84","921.29M","-0.36%"
"06/18/2018","7,631.33","7,633.91","7,645.47","7,601.60","683.91M","-0.03%"
"06/15/2018","7,633.91","7,765.79","7,781.00","7,633.91","1.76B","-1.70%"
"06/14/2018","7,765.79","7,703.71","7,793.45","7,650.16","1.15B","0.81%"
"06/13/2018","7,703.71","7,703.81","7,746.70","7,677.17","877.98M","0.00%"
"06/12/2018","7,703.81","7,737.43","7,762.77","7,701.33","797.69M","-0.43%"
"06/11/2018","7,737.43","7,681.07","7,756.02","7,681.07","758.83M","0.73%"
"06/08/2018","7,681.07","7,704.40","7,714.32","7,637.52","778.85M","-0.30%"
"06/07/2018","7,704.40","7,712.37","7,756.66","7,698.15","1.09B","-0.10%"
"06/06/2018","7,712.37","7,686.80","7,730.48","7,671.62","909.67M","0.33%"
"06/05/2018","7,686.80","7,741.29","7,744.46","7,686.61","962.54M","-0.70%"
"06/04/2018","7,741.29","7,701.77","7,772.12","7,701.70","743.52M","0.51%"
"06/01/2018","7,701.77","7,678.20","7,746.73","7,678.20","807.70M","0.31%"
"05/31/2018","7,678.20","7,689.57","7,727.45","7,651.12","1.59B","-0.15%"
"05/30/2018","7,689.57","7,632.64","7,689.57","7,618.12","950.54M","0.75%"
"05/29/2018","7,632.64","7,730.28","7,730.28","7,610.66","1.33B","-1.26%"
"05/25/2018","7,730.28","7,716.74","7,753.32","7,703.26","852.47M","0.18%"
"05/24/2018","7,716.74","7,788.44","7,803.45","7,716.74","917.82M","-0.92%"
"05/23/2018","7,788.44","7,877.45","7,877.45","7,765.32","944.43M","-1.13%"
"05/22/2018","7,877.45","7,859.17","7,903.50","7,854.58","829.87M","0.23%"
"05/21/2018","7,859.17","7,778.79","7,868.12","7,778.12","713.10M","1.03%"
"05/18/2018","7,778.79","7,787.97","7,791.41","7,753.27","927.55M","-0.12%"
"05/17/2018","7,787.97","7,734.20","7,788.23","7,713.85","802.62M","0.70%"
"05/16/2018","7,734.20","7,722.98","7,745.53","7,717.76","959.90M","0.15%"
"05/15/2018","7,722.98","7,710.98","7,752.02","7,687.49","1.06B","0.16%"
"05/14/2018","7,710.98","7,724.55","7,727.96","7,688.57","772.86M","-0.18%"
"05/11/2018","7,724.55","7,700.97","7,728.89","7,691.69","754.16M","0.31%"
"05/10/2018","7,700.97","7,662.52","7,706.87","7,631.58","901.48M","0.50%"
"05/09/2018","7,662.52","7,565.75","7,662.52","7,565.75","918.68M","1.28%"
"05/08/2018","7,565.75","7,567.14","7,598.51","7,550.44","896.88M","-0.02%"
"05/04/2018","7,567.14","7,502.69","7,570.22","7,502.69","886.34M","0.86%"
"05/03/2018","7,502.69","7,543.20","7,555.18","7,492.39","745.26M","-0.54%"
"05/02/2018","7,543.20","7,520.36","7,572.98","7,519.62","855.11M","0.30%"
"05/01/2018","7,520.36","7,509.30","7,549.07","7,506.57","584.61M","0.15%"
"04/30/2018","7,509.30","7,502.21","7,546.16","7,497.11","1.02B","0.09%"
"04/27/2018","7,502.21","7,421.43","7,507.12","7,421.28","773.11M","1.09%"
"04/26/2018","7,421.43","7,379.32","7,421.43","7,355.00","839.86M","0.57%"
"04/25/2018","7,379.32","7,425.40","7,427.13","7,334.64","906.77M","-0.62%"
"04/24/2018","7,425.40","7,398.87","7,439.58","7,397.29","862.03M","0.36%"
"04/23/2018","7,398.87","7,368.17","7,404.11","7,359.73","799.46M","0.42%"
"04/20/2018","7,368.17","7,328.92","7,368.17","7,323.31","792.27M","0.54%"
"04/19/2018","7,328.92","7,317.34","7,340.73","7,309.42","811.86M","0.16%"
"04/18/2018","7,317.34","7,226.05","7,325.59","7,226.05","904.18M","1.26%"
"04/17/2018","7,226.05","7,198.20","7,240.41","7,189.85","735.88M","0.39%"
"04/16/2018","7,198.20","7,264.56","7,265.83","7,195.46","889.30M","-0.91%"
"04/13/2018","7,264.56","7,258.34","7,274.99","7,249.07","677.12M","0.09%"
"04/12/2018","7,258.34","7,257.14","7,266.64","7,240.76","687.15M","0.02%"
"04/11/2018","7,257.14","7,266.75","7,270.28","7,243.32","789.65M","-0.13%"
"04/10/2018","7,266.75","7,194.75","7,266.75","7,194.75","778.17M","1.00%"
"04/09/2018","7,194.75","7,183.64","7,209.68","7,145.57","691.58M","0.15%"
"04/06/2018","7,183.64","7,199.50","7,214.02","7,163.11","676.29M","-0.22%"
"04/05/2018","7,199.50","7,034.01","7,199.50","7,034.01","819.22M","2.35%"
"04/04/2018","7,034.01","7,030.46","7,046.26","6,971.75","818.65M","0.05%"
"04/03/2018","7,030.46","7,056.61","7,064.98","6,996.76","814.72M","-0.37%"
"03/29/2018","7,056.61","7,044.74","7,109.93","7,042.73","900.25M","0.17%"
"03/28/2018","7,044.74","7,000.14","7,044.74","6,923.33","785.93M","0.64%"
"03/27/2018","7,000.14","6,888.69","7,042.37","6,888.69","712.08M","1.62%"
"03/26/2018","6,888.69","6,921.94","6,958.47","6,866.94","788.73M","-0.48%"
"03/23/2018","6,921.94","6,952.59","6,952.82","6,876.96","906.20M","-0.44%"
"03/22/2018","6,952.59","7,038.97","7,038.97","6,914.45","887.62M","-1.23%"
"03/21/2018","7,038.97","7,061.27","7,065.66","7,016.79","785.55M","-0.32%"
"03/20/2018","7,061.27","7,042.93","7,081.50","7,042.60","764.83M","0.26%"
"03/19/2018","7,042.93","7,164.14","7,164.19","7,034.91","750.73M","-1.69%"
"03/16/2018","7,164.14","7,139.76","7,187.27","7,131.31","1.42B","0.34%"
"03/15/2018","7,139.76","7,132.69","7,162.58","7,127.08","833.05M","0.10%"
"03/14/2018","7,132.69","7,138.78","7,176.51","7,122.76","775.44M","-0.09%"
"03/13/2018","7,138.78","7,214.76","7,224.13","7,125.60","790.45M","-1.05%"
"03/12/2018","7,214.76","7,224.51","7,254.87","7,198.18","631.27M","-0.13%"
"03/09/2018","7,224.51","7,203.24","7,225.28","7,189.74","671.26M","0.30%"
"03/08/2018","7,203.24","7,157.84","7,212.14","7,145.70","734.71M","0.63%"
"03/07/2018","7,157.84","7,146.75","7,180.71","7,109.56","889.06M","0.16%"
"03/06/2018","7,146.75","7,115.98","7,197.80","7,115.60","810.45M","0.43%"
"03/05/2018","7,115.98","7,069.90","7,119.21","7,062.13","956.92M","0.65%"
"03/02/2018","7,069.90","7,175.64","7,175.64","7,063.42","938.59M","-1.47%"
"03/01/2018","7,175.64","7,231.91","7,231.91","7,153.39","886.34M","-0.78%"
"02/28/2018","7,231.91","7,282.45","7,293.36","7,231.91","948.41M","-0.69%"
"02/27/2018","7,282.45","7,289.58","7,326.02","7,272.87","740.36M","-0.10%"
"02/26/2018","7,289.58","7,244.41","7,312.98","7,244.31","603.89M","0.62%"
"02/23/2018","7,244.41","7,252.39","7,262.05","7,220.81","695.74M","-0.11%"
"02/22/2018","7,252.39","7,281.57","7,281.57","7,187.76","952.98M","-0.40%"
"02/21/2018","7,281.57","7,246.77","7,291.80","7,220.55","930.80M","0.48%"
"02/20/2018","7,246.77","7,247.66","7,264.78","7,202.14","699.56M","-0.01%"
"02/19/2018","7,247.66","7,294.70","7,306.21","7,239.98","520.05M","-0.64%"
"02/16/2018","7,294.70","7,234.81","7,307.97","7,234.81","671.91M","0.83%"
"02/15/2018","7,234.81","7,213.97","7,267.96","7,206.69","770.03M","0.29%"
"02/14/2018","7,213.97","7,168.01","7,243.15","7,145.73","969.40M","0.64%"
"02/13/2018","7,168.01","7,177.06","7,202.99","7,165.83","740.99M","-0.13%"
"02/12/2018","7,177.06","7,092.43","7,199.93","7,092.43","737.67M","1.19%"
"02/09/2018","7,092.43","7,170.69","7,170.69","7,073.03","955.73M","-1.09%"
"02/08/2018","7,170.69","7,279.42","7,279.42","7,161.31","1.00B","-1.49%"
"02/07/2018","7,279.42","7,141.40","7,311.50","7,141.40","1.06B","1.93%"
"02/06/2018","7,141.40","7,334.98","7,334.98","7,079.41","1.40B","-2.64%"
"02/05/2018","7,334.98","7,443.43","7,443.43","7,334.79","916.49M","-1.46%"
"02/02/2018","7,443.43","7,490.39","7,494.76","7,432.25","898.53M","-0.63%"
"02/01/2018","7,490.39","7,533.55","7,554.73","7,476.51","899.49M","-0.57%"
"01/31/2018","7,533.55","7,587.98","7,599.01","7,521.77","907.20M","-0.72%"
"01/30/2018","7,587.98","7,671.53","7,671.67","7,587.12","823.71M","-1.09%"
"01/29/2018","7,671.53","7,665.54","7,689.15","7,663.93","631.88M","0.08%"
"01/26/2018","7,665.54","7,615.84","7,667.40","7,615.84","735.67M","0.65%"
"01/25/2018","7,615.84","7,643.43","7,662.35","7,608.53","735.31M","-0.36%"
"01/24/2018","7,643.43","7,731.83","7,731.98","7,643.43","769.85M","-1.14%"
"01/23/2018","7,731.83","7,715.44","7,745.22","7,710.03","765.38M","0.21%"
"01/22/2018","7,715.44","7,730.79","7,739.35","7,703.67","752.61M","-0.20%"
"01/19/2018","7,730.79","7,700.96","7,731.82","7,694.66","820.00M","0.39%"
"01/18/2018","7,700.96","7,725.43","7,739.54","7,683.71","789.20M","-0.32%"
"01/17/2018","7,725.43","7,755.93","7,755.93","7,711.11","847.95M","-0.39%"
"01/16/2018","7,755.93","7,769.14","7,791.83","7,740.55","849.62M","-0.17%"
"01/15/2018","7,769.14","7,778.64","7,783.61","7,763.43","568.97M","-0.12%"
"01/12/2018","7,778.64","7,762.94","7,792.56","7,752.63","1.17B","0.20%"
"01/11/2018","7,762.94","7,748.51","7,768.96","7,734.64","1.01B","0.19%"
"01/10/2018","7,748.51","7,731.02","7,756.11","7,716.21","885.66M","0.23%"
"01/09/2018","7,731.02","7,696.51","7,733.12","7,696.50","728.23M","0.45%"
"01/08/2018","7,696.51","7,724.22","7,733.39","7,691.77","654.44M","-0.36%"
"01/05/2018","7,724.22","7,695.88","7,727.73","7,689.81","655.71M","0.37%"
"01/04/2018","7,695.88","7,671.11","7,702.51","7,671.11","727.69M","0.32%"
"01/03/2018","7,671.11","7,648.10","7,689.86","7,640.53","589.34M","0.30%"
"01/02/2018","7,648.10","7,687.77","7,691.34","7,624.14","594.07M","-0.52%"
"12/29/2017","7,687.77","7,622.88","7,697.62","7,620.01","298.18M","0.85%"
"12/28/2017","7,622.88","7,620.68","7,633.55","7,609.77","321.52M","0.03%"
"12/27/2017","7,620.68","7,592.66","7,632.71","7,586.42","472.51M","0.37%"
"12/22/2017","7,592.66","7,603.98","7,614.40","7,585.47","251.37M","-0.15%"
"12/21/2017","7,603.98","7,525.22","7,609.69","7,517.88","640.56M","1.05%"
"12/20/2017","7,525.22","7,544.09","7,550.60","7,511.45","679.71M","-0.25%"
"12/19/2017","7,544.09","7,537.01","7,563.49","7,534.08","695.72M","0.09%"
"12/18/2017","7,537.01","7,490.57","7,544.26","7,490.57","585.56M","0.62%"
"12/15/2017","7,490.57","7,448.12","7,490.57","7,433.78","1.22B","0.57%"
"12/14/2017","7,448.12","7,496.51","7,496.70","7,448.12","924.06M","-0.65%"
"12/13/2017","7,496.51","7,500.41","7,510.77","7,492.58","1.03B","-0.05%"
"12/12/2017","7,500.41","7,453.48","7,501.52","7,448.31","1.02B","0.63%"
"12/11/2017","7,453.48","7,393.96","7,458.40","7,393.58","933.60M","0.80%"
"12/08/2017","7,393.96","7,320.75","7,412.21","7,314.23","1.04B","1.00%"
"12/07/2017","7,320.75","7,348.03","7,371.73","7,314.60","823.88M","-0.37%"
"12/06/2017","7,348.03","7,327.50","7,369.71","7,289.36","692.98M","0.28%"
"12/05/2017","7,327.50","7,338.97","7,373.90","7,326.57","903.63M","-0.16%"
"12/04/2017","7,338.97","7,300.49","7,369.65","7,300.49","768.16M","0.53%"
"12/01/2017","7,300.49","7,326.67","7,355.43","7,288.73","865.25M","-0.36%"
"11/30/2017","7,326.67","7,393.56","7,416.26","7,326.67","1.38B","-0.90%"
"11/29/2017","7,393.56","7,460.65","7,460.65","7,386.67","1.11B","-0.90%"
"11/28/2017","7,460.65","7,383.90","7,469.61","7,373.95","946.12M","1.04%"
"11/27/2017","7,383.90","7,409.64","7,438.39","7,383.90","656.44M","-0.35%"
"11/24/2017","7,409.64","7,417.24","7,425.19","7,389.54","561.89M","-0.10%"
"11/23/2017","7,417.24","7,419.02","7,422.73","7,373.31","577.46M","-0.02%"
"11/22/2017","7,419.02","7,411.34","7,460.91","7,410.38","859.39M","0.10%"
"11/21/2017","7,411.34","7,389.46","7,422.18","7,367.86","753.29M","0.30%"
"11/20/2017","7,389.46","7,380.68","7,397.39","7,350.37","738.28M","0.12%"
"11/17/2017","7,380.68","7,386.94","7,406.53","7,356.16","731.96M","-0.08%"
"11/16/2017","7,386.94","7,372.61","7,393.28","7,368.14","926.68M","0.19%"
"11/15/2017","7,372.61","7,414.42","7,415.09","7,357.06","919.47M","-0.56%"
"11/14/2017","7,414.42","7,415.18","7,436.57","7,396.92","1.18B","-0.01%"
"11/13/2017","7,415.18","7,432.99","7,469.30","7,402.95","759.79M","-0.24%"
"11/10/2017","7,432.99","7,484.10","7,500.29","7,421.73","694.70M","-0.68%"
"11/09/2017","7,484.10","7,529.72","7,532.20","7,476.89","860.71M","-0.61%"
"11/08/2017","7,529.72","7,513.11","7,534.49","7,504.77","807.97M","0.22%"
"11/07/2017","7,513.11","7,562.28","7,582.85","7,507.83","747.48M","-0.65%"
"11/06/2017","7,562.28","7,560.35","7,572.90","7,544.20","632.91M","0.03%"
"11/03/2017","7,560.35","7,555.32","7,580.95","7,541.91","672.31M","0.07%"
"11/02/2017","7,555.32","7,487.96","7,562.26","7,478.88","1.03B","0.90%"
"11/01/2017","7,487.96","7,493.08","7,532.36","7,487.96","1.21B","-0.07%"
"10/31/2017","7,493.08","7,487.81","7,516.85","7,483.97","730.56M","0.07%"
"10/30/2017","7,487.81","7,505.03","7,507.02","7,478.41","749.41M","-0.23%"
"10/27/2017","7,505.03","7,486.50","7,520.76","7,485.24","870.03M","0.25%"
"10/26/2017","7,486.50","7,447.21","7,488.26","7,440.11","1.02B","0.53%"
"10/25/2017","7,447.21","7,526.54","7,528.46","7,437.42","922.39M","-1.05%"
"10/24/2017","7,526.54","7,524.45","7,535.22","7,508.50","676.61M","0.03%"
"10/23/2017","7,524.45","7,523.23","7,542.00","7,511.77","565.83M","0.02%"
"10/20/2017","7,523.23","7,523.04","7,560.04","7,517.07","752.95M","0.00%"
"10/19/2017","7,523.04","7,542.87","7,542.87","7,485.42","828.89M","-0.26%"
"10/18/2017","7,542.87","7,516.17","7,555.24","7,516.17","645.75M","0.36%"
"10/17/2017","7,516.17","7,526.97","7,550.44","7,506.31","1.03B","-0.14%"
"10/16/2017","7,526.97","7,535.44","7,557.00","7,526.73","738.06M","-0.11%"
"10/13/2017","7,535.44","7,556.24","7,556.24","7,521.09","686.92M","-0.28%"
"10/12/2017","7,556.24","7,533.81","7,565.11","7,526.33","722.80M","0.30%"
"10/11/2017","7,533.81","7,538.27","7,550.17","7,519.60","1.25B","-0.06%"
"10/10/2017","7,538.27","7,507.89","7,543.88","7,504.56","821.71M","0.40%"
"10/09/2017","7,507.89","7,522.87","7,523.65","7,493.68","695.85M","-0.20%"
"10/06/2017","7,522.87","7,507.99","7,527.72","7,507.99","694.72M","0.20%"
"10/05/2017","7,507.99","7,467.58","7,507.99","7,464.40","775.86M","0.54%"
"10/04/2017","7,467.58","7,468.11","7,476.33","7,456.61","945.11M","-0.01%"
"10/03/2017","7,468.11","7,438.84","7,469.82","7,426.67","718.75M","0.39%"
"10/02/2017","7,438.84","7,372.76","7,438.84","7,372.73","891.03M","0.90%"
"09/29/2017","7,372.76","7,322.82","7,382.67","7,321.64","750.78M","0.68%"
"09/28/2017","7,322.82","7,313.51","7,323.33","7,289.75","748.36M","0.13%"
"09/27/2017","7,313.51","7,285.74","7,327.50","7,285.74","857.13M","0.38%"
"09/26/2017","7,285.74","7,301.29","7,311.82","7,273.32","707.67M","-0.21%"
"09/25/2017","7,301.29","7,310.64","7,312.45","7,272.49","601.76M","-0.13%"
"09/22/2017","7,310.64","7,263.90","7,320.28","7,242.23","644.90M","0.64%"
"09/21/2017","7,263.90","7,271.95","7,289.16","7,260.05","807.48M","-0.11%"
